,BA,BA,BA,BA,BA,DAL,DAL,DAL,DAL,DAL,MGM,MGM,MGM,MGM,MGM,WYNN,WYNN,WYNN,WYNN,WYNN
2020-12-02 00:00:00-05:00,213.01,224.99,210.3,223.84,24602972,39.81,41.275,39.0582,41.08,12308221,28.63,29.61,28.23,29.33,6553152,101.75,106.46,100.74,105.09,2845626
2020-12-03 00:00:00-05:00,228.3,242.0,226.53,237.35,44733180,41.7,43.76,41.56,42.96,23694743,29.58,30.6,29.52,29.92,8638251,107.1062,110.39,105.9,108.52,3085697
2020-12-04 00:00:00-05:00,236.36,238.1799,230.25,232.58,27277262,43.2,43.49,42.0701,42.36,17711434,30.25,30.79,29.51,30.72,14907921,109.5,113.52,108.2,113.51,2888370
2020-12-07 00:00:00-05:00,238.5,244.08,237.11,238.03,30257192,42.4,42.83,41.74,42.36,12763944,30.64,30.79,29.495,29.82,8051055,112.76,112.94,109.52,111.33,3326119
2020-12-08 00:00:00-05:00,238.7,241.7,234.46,236.47,18644761,41.95,42.88,41.77,42.41,10982379,29.5,30.35,29.5,29.89,5948257,110.625,113.1672,110.33,111.31,2760267
2020-12-09 00:00:00-05:00,238.64,240.84,228.28,231.77,17870964,43.05,43.48,41.3348,42.1,15707971,30.15,30.485,29.69,29.93,7628500,112.88,113.54,109.34,111.17,1989814
2020-12-10 00:00:00-05:00,228.1,237.01,228.02,234.39,14999023,41.16,42.75,41.07,42.61,9643297,29.64,31.05,29.58,30.92,7496006,109.09,113.09,109.09,112.83,1630089
2020-12-11 00:00:00-05:00,232.82,236.22,228.33,230.33,16074590,42.01,42.43,41.14,41.74,10320964,30.79,31.08,29.75,30.19,6558776,112.67,113.38,109.6,111.0,1978419
2020-12-14 00:00:00-05:00,235.0,237.63,228.37,228.63,18090540,42.25,42.38,40.67,40.7,11079925,30.68,30.71,29.38,29.51,8136991,112.41,112.74,107.2,107.51,2577344
2020-12-15 00:00:00-05:00,230.0,232.5,224.36,229.5,18100377,41.2,41.93,40.1576,41.84,10825660,30.01,30.845,29.53,30.75,6159309,109.22,114.75,108.52,114.03,3042637
2020-12-16 00:00:00-05:00,229.33,232.37,225.2959,225.84,16677828,41.75,41.81,40.66,41.08,10084066,30.81,31.17,30.41,30.99,4976414,113.5,116.29,112.55,115.28,2134177
2020-12-17 00:00:00-05:00,227.24,228.49,220.53,221.26,16379304,41.3,41.42,40.61,41.11,8493058,31.16,31.19,30.6601,31.1316,5023251,116.8,117.19,114.14,114.81,1893324
2020-12-18 00:00:00-05:00,222.05,223.464,218.61,220.1,15953605,40.88,41.03,40.28,40.66,10411315,31.06,31.83,30.87,31.65,8042051,114.55,116.53,113.01,115.94,1838271
2020-12-21 00:00:00-05:00,212.34,219.43,211.1,219.285,16887167,39.56,40.35,39.16,40.14,14920413,30.35,31.0,29.95,30.49,8127114,110.71,113.775,108.73,112.48,3603016
2020-12-22 00:00:00-05:00,223.28,223.89,217.7,218.82,11526351,40.43,40.49,38.84,38.93,12146164,30.48,30.59,29.79,30.35,5199614,112.27,113.28,110.71,112.62,1282952
2020-12-23 00:00:00-05:00,219.55,224.4022,219.32,219.56,10326796,39.295,40.47,39.18,40.23,11467892,30.5,31.39,30.46,30.98,3993443,113.93,116.93,113.615,115.29,1613298
2020-12-24 00:00:00-05:00,219.62,219.88,216.05,217.13,6224648,40.42,40.44,39.605,39.73,4602125,31.03,31.03,30.565,30.73,1665496,114.41,115.45,113.61,114.33,812165
2020-12-28 00:00:00-05:00,218.19,219.2,215.1627,216.09,8211438,40.27,40.7758,40.01,40.14,9878069,31.0,31.62,30.91,31.31,4461877,114.96,117.4,114.12,115.48,1791571
2020-12-29 00:00:00-05:00,218.3,221.68,215.4,216.185,14055614,40.84,40.84,39.9,40.04,7073790,31.41,31.48,30.62,30.77,4139845,116.28,116.585,113.84,114.31,1182210
2020-12-30 00:00:00-05:00,216.36,218.554,214.365,216.5983,9528905,40.0,40.905,39.89,40.56,7785863,30.78,31.49,30.78,31.21,3893152,114.18,115.95,112.54,113.41,1978052
2020-12-31 00:00:00-05:00,216.24,216.9,212.7,214.01,9907894,40.3,40.74,39.76,40.19,7952718,31.19,31.87,30.72,31.49,5046199,112.77,113.92,110.06,112.8,1962012
2021-01-04 00:00:00-05:00,210.0,210.2,202.4911,202.91,20361905,40.17,40.34,38.3306,38.73,14189088,31.69,32.38,29.58,29.7,16268662,113.15,113.51,106.18,106.9,3438019
2021-01-05 00:00:00-05:00,204.74,213.35,204.6,211.71,17713212,38.49,40.085,38.45,39.56,11154345,29.52,30.48,29.41,30.37,8911129,106.28,111.5199,106.0113,110.16,1692953
2021-01-06 00:00:00-05:00,210.22,215.61,209.34,210.995,15440061,39.64,40.9,39.54,40.37,12178005,30.96,31.74,30.525,31.19,9584035,110.65,113.38,109.0501,110.89,2309580
2021-01-07 00:00:00-05:00,213.39,216.6,211.78,212.71,12814146,40.45,40.945,40.21,40.23,8453697,31.31,31.41,30.27,30.6,8123669,112.4219,112.71,108.51,109.77,3739208
2021-01-08 00:00:00-05:00,213.61,214.1,208.155,209.9,13264107,40.41,40.6911,39.765,40.03,9140885,30.7,31.855,30.39,31.36,12909673,109.9,110.7,108.08,109.02,2699916
2021-01-11 00:00:00-05:00,203.03,207.7799,201.01,206.79,15628080,39.08,39.99,38.9,39.41,10893150,30.61,31.12,30.41,30.78,7374114,106.62,108.415,104.0653,108.07,2278621
2021-01-12 00:00:00-05:00,206.65,209.06,204.81,208.41,23675069,39.69,40.41,39.16,40.3,17509133,30.91,30.95,30.16,30.27,13446729,108.49,110.87,106.8,110.0,1909070
2021-01-13 00:00:00-05:00,207.15,208.79,204.85,207.2153,16638786,40.01,40.74,39.6299,40.43,20430912,30.18,30.22,29.47,30.03,12150420,109.55,109.681,106.8,107.91,2703023
2021-01-14 00:00:00-05:00,208.79,214.19,208.21,209.91,11258583,41.21,42.64,41.12,41.46,16442296,30.06,30.47,29.72,30.28,5941614,108.6,111.35,108.2,109.0,1946563
2021-01-15 00:00:00-05:00,208.96,209.25,204.2,204.27,10329816,41.67,41.67,39.96,39.96,14510052,30.09,30.185,29.34,29.81,7736205,108.43,108.43,105.77,106.24,2698014
2021-01-19 00:00:00-05:00,206.99,211.52,206.52,210.7,11375244,40.31,40.65,39.8007,40.31,10031696,30.71,31.25,30.48,30.54,9756012,107.54,108.28,105.75,107.14,3485888
2021-01-20 00:00:00-05:00,213.24,215.59,211.21,211.4,9198283,40.69,41.77,40.5,41.62,10577639,30.63,31.27,30.52,31.05,6319392,108.27,112.86,107.27,110.01,3558049
2021-01-21 00:00:00-05:00,211.72,211.93,206.34,207.46,10172676,41.31,41.43,40.17,40.685,10465157,31.03,31.68,30.83,31.53,5653288,110.34,111.95,108.7,109.13,1989665
2021-01-22 00:00:00-05:00,205.55,206.6999,204.27,205.83,7054615,40.0,40.27,39.81,39.97,9769606,31.0,31.8,30.75,31.37,7000592,106.73,108.08,104.5,107.45,4591277
2021-01-25 00:00:00-05:00,203.265,203.8,199.3,203.32,13275794,39.63,39.75,38.42,38.9,15099430,31.13,31.24,29.73,29.97,13957381,106.59,109.5,104.655,108.0661,3102110
2021-01-26 00:00:00-05:00,205.34,208.35,201.79,202.0,10386132,39.26,39.64,38.98,39.31,9517290,30.16,30.31,29.54,29.59,7351533,109.25,109.95,105.58,105.95,1817462
2021-01-27 00:00:00-05:00,196.9,199.47,191.8504,194.03,18535235,38.63,39.2254,38.1609,38.54,16468079,28.96,29.13,27.8138,28.37,9607907,104.0,105.77,100.19,100.8,3307619
2021-01-28 00:00:00-05:00,198.045,200.42,196.0,197.12,9143944,39.55,40.37,38.99,40.07,18451856,28.98,29.91,28.7916,29.55,7077788,102.095,104.8,99.0,102.05,2871012
2021-01-29 00:00:00-05:00,198.3,201.57,193.51,194.11,8518134,39.27,39.83,37.74,37.94,11617437,29.38,29.54,28.44,28.55,7264268,102.0,102.78,99.36,99.64,2009272
2021-02-01 00:00:00-05:00,196.0,197.38,192.86,195.67,8413253,38.35,38.4448,37.415,37.81,9836085,28.8,29.4,28.78,29.28,5111872,100.92,102.5806,100.14,101.75,1648208
2021-02-02 00:00:00-05:00,198.98,203.03,198.09,200.92,10692883,38.55,38.88,37.99,38.81,11136997,29.87,31.1398,29.76,30.65,8390652,103.75,107.05,103.1255,106.1,2321291
2021-02-03 00:00:00-05:00,202.0,208.16,201.2606,207.29,11447219,38.87,39.9,38.7,39.76,11841428,30.83,31.129,30.55,30.89,4380672,106.7,109.48,106.02,108.43,1916540
2021-02-04 00:00:00-05:00,209.87,212.48,208.02,210.67,11487268,39.95,41.07,39.94,40.94,10704648,31.16,32.54,31.1,32.48,7984165,109.28,110.19,106.53,108.69,2237618
2021-02-05 00:00:00-05:00,212.25,213.1988,206.66,207.86,8593184,41.38,41.4,40.75,41.1489,8644157,33.0,34.66,32.945,34.24,10394879,112.08,119.5,111.91,117.02,5169753
2021-02-08 00:00:00-05:00,209.55,211.99,208.3,211.9499,9748029,41.55,43.4597,41.36,43.23,17017724,34.93,35.7,34.51,35.6,8204834,114.85,117.95,113.55,117.55,2672314
2021-02-09 00:00:00-05:00,210.6,216.73,208.9027,215.17,13176444,42.96,42.96,41.81,42.51,9878911,35.31,36.195,34.88,35.83,7667129,115.8,117.02,113.06,113.26,5005580
2021-02-10 00:00:00-05:00,215.65,217.49,211.12,212.0,11184594,42.84,43.22,42.16,42.91,11151668,36.04,36.7,35.58,36.53,11590448,114.5,119.81,114.07,116.44,4976812
2021-02-11 00:00:00-05:00,212.235,213.99,208.5709,210.53,6875330,42.7,43.135,41.995,42.72,8054673,35.68,36.35,34.69,35.3,9144612,116.44,116.89,113.0,114.55,2358866
2021-02-12 00:00:00-05:00,210.36,213.16,209.67,210.98,5338931,42.51,43.94,42.41,43.29,10933651,35.41,35.99,34.8201,35.94,6021863,114.68,118.2,113.5,117.85,2007211
2021-02-16 00:00:00-05:00,213.08,217.4,212.3301,217.18,9273718,43.99,44.81,43.78,44.65,12632332,35.7,36.04,34.97,35.0,10504536,119.79,123.51,118.8,121.405,3247676
2021-02-17 00:00:00-05:00,215.52,218.71,212.68,215.61,8822141,44.28,44.5,43.535,44.38,10499774,35.0,36.0,34.3076,34.94,9805985,121.11,124.0,119.3501,122.1,2086589
2021-02-18 00:00:00-05:00,213.45,214.34,208.08,208.58,8729558,43.8,44.545,43.37,44.39,7913360,34.55,35.44,34.11,35.05,6592524,120.49,122.01,117.51,119.95,1923570
2021-02-19 00:00:00-05:00,209.97,217.64,209.15,217.47,11874692,44.62,46.22,44.55,45.68,13928670,35.25,36.51,35.11,36.42,7734620,120.55,124.37,120.5,123.69,2234538
2021-02-22 00:00:00-05:00,211.89,220.39,210.8,212.89,20121408,46.75,48.93,46.47,47.75,20379213,36.5,38.8,36.47,37.53,11086577,124.77,131.97,124.54,126.74,3968907
2021-02-23 00:00:00-05:00,214.15,214.75,206.6,212.13,15488537,48.13,48.875,45.7,48.34,18484901,38.5,39.91,37.3,39.59,14575023,130.055,138.26,125.675,136.48,6884086
2021-02-24 00:00:00-05:00,212.1,229.61,211.6,229.33,29794061,48.93,50.2,48.62,49.58,16582439,39.11,39.24,38.39,38.62,14353586,136.58,137.39,132.08,134.21,3015441
2021-02-25 00:00:00-05:00,227.8,228.5,214.71,216.4,18010073,49.97,50.0,47.225,48.25,15166542,38.84,38.95,36.445,36.71,12935435,134.0,135.74,127.2,128.62,2618061
2021-02-26 00:00:00-05:00,218.51,220.66,211.29,212.01,12067875,47.7,49.14,47.28,47.945,13664524,37.67,38.47,36.77,37.8,11763069,129.2575,132.94,128.17,131.73,1952323
2021-03-01 00:00:00-05:00,219.6,226.98,219.02,224.3094,17986585,49.47,49.959,48.06,48.06,12992251,38.6,38.6597,37.29,38.29,6789136,135.4131,135.85,131.2,131.78,1814753
2021-03-02 00:00:00-05:00,224.79,227.19,222.15,223.09,10471749,48.1,48.6799,47.38,48.23,10894096,37.79,38.9,37.65,38.53,8146232,133.29,135.19,131.845,132.88,1337391
2021-03-03 00:00:00-05:00,226.36,235.4,225.04,228.55,29773812,48.62,49.085,48.14,48.35,13148955,39.03,39.64,38.34,38.84,7867026,136.2706,139.48,133.75,135.59,3371857
2021-03-04 00:00:00-05:00,232.73,237.1027,218.7,224.7,25891174,48.32,48.41,45.32,46.97,17149993,38.9,39.3,35.85,37.29,11792799,136.0907,136.36,126.83,132.98,3265513
2021-03-05 00:00:00-05:00,229.01,229.92,213.8,223.22,18842267,46.91,47.0,43.01,46.21,20051122,37.47,37.55,34.14,37.13,10345913,133.69,133.9,126.175,133.325,3200656
2021-03-08 00:00:00-05:00,226.67,229.89,223.71,223.91,13346662,46.93,48.22,46.7,47.88,16465106,37.57,38.64,36.78,37.85,8330108,134.573,137.2,133.51,133.68,1820845
2021-03-09 00:00:00-05:00,226.81,234.06,222.5801,230.62,20135539,47.96,48.08,46.34,47.61,11218498,38.35,38.43,37.295,37.48,5249694,136.89,136.89,133.03,134.0,1251923
2021-03-10 00:00:00-05:00,233.81,246.8,232.88,245.3237,26494630,47.65,48.575,47.16,47.8,10175389,37.57,38.09,37.08,37.64,5672504,134.18,136.68,133.5303,134.84,1444751
2021-03-11 00:00:00-05:00,248.77,256.65,246.55,251.99,29143879,48.21,48.96,47.58,48.32,10243191,37.75,40.4864,37.69,39.18,11674852,135.95,142.61,134.8,137.84,3071133
2021-03-12 00:00:00-05:00,253.86,269.72,253.5,269.12,33531089,48.35,49.86,48.08,49.84,12762005,38.91,39.65,38.63,38.97,7444811,137.5,139.41,136.0,137.02,1779639
2021-03-15 00:00:00-04:00,274.15,278.5671,264.33,265.59,32941880,50.86,52.28,50.75,50.98,18495012,40.98,42.04,40.35,40.95,12455725,139.82,143.88,139.1,139.8,3223683
2021-03-16 00:00:00-04:00,263.23,264.17,254.02,255.2001,27967911,51.04,51.14,49.03,49.39,13714673,40.9,40.92,39.445,39.9,7431246,140.67,140.67,135.1717,137.48,2026411
2021-03-17 00:00:00-04:00,254.7,263.61,253.68,263.52,22712896,49.03,50.64,49.01,50.45,13010512,39.63,41.36,39.63,41.22,5772860,135.35,140.05,135.11,139.9,1103284
2021-03-18 00:00:00-04:00,261.32,267.3693,254.73,256.16,23775867,50.0799,50.98,48.93,49.18,12058059,41.15,41.29,39.5,39.51,7787356,139.99,140.0,134.8,135.65,1760504
2021-03-19 00:00:00-04:00,257.75,258.88,251.31,255.82,14480944,49.04,49.21,47.83,48.9999,10460765,39.59,40.45,38.81,40.03,6319612,135.41,136.0,131.24,135.48,2161140
2021-03-22 00:00:00-04:00,255.82,257.6699,250.16,251.18,14600290,48.53,48.62,47.745,47.95,9430906,40.09,40.1,38.76,39.02,6181393,135.11,135.33,131.3201,132.8,1412384
2021-03-23 00:00:00-04:00,249.32,251.3,239.43,241.28,20578759,47.16,47.83,45.45,45.64,12255619,38.57,38.98,37.0911,37.33,8595705,129.6,131.215,124.3707,125.18,3154371
2021-03-24 00:00:00-04:00,243.44,248.8,239.11,239.11,22939267,46.53,47.3999,45.585,45.61,11044962,37.82,38.6,36.8,36.89,8633699,125.98,130.365,125.0,125.16,2021194
2021-03-25 00:00:00-04:00,234.05,247.58,231.7,247.37,26380547,44.85,47.215,44.52,47.0,13295129,35.98,38.03,35.57,37.96,9089252,121.794,129.04,120.81,128.12,1912257
2021-03-26 00:00:00-04:00,249.62,250.9,240.3,244.88,15736483,47.6,47.94,46.56,47.66,10577866,38.13,38.24,36.52,37.665,6681725,129.75,130.245,123.43,127.29,1518717
2021-03-29 00:00:00-04:00,251.38,254.71,248.03,250.65,20610929,47.55,48.1,46.71,47.32,8606469,37.55,37.69,36.65,37.14,7450286,126.23,127.7229,122.75,123.5,1629738
2021-03-30 00:00:00-04:00,251.24,253.5,248.91,252.16,11664963,47.75,49.04,47.42,48.91,9753004,37.15,38.38,37.17,38.22,4852743,123.75,126.87,123.05,125.43,1405888
2021-03-31 00:00:00-04:00,254.7,257.88,253.36,254.75,13295197,48.84,49.02,48.11,48.3,7777416,38.18,38.45,37.815,37.99,5934739,125.06,126.28,123.75,125.45,1378294
2021-04-01 00:00:00-04:00,256.67,257.88,251.31,252.97,10464118,48.5,49.21,48.28,48.83,8977647,38.25,39.705,37.98,39.7,7771445,126.8865,130.3699,126.28,128.1,2105974
2021-04-05 00:00:00-04:00,256.56,260.48,256.25,259.4508,12960411,49.54,50.98,49.47,50.25,13574727,41.38,42.629,41.0,41.7,13001478,131.9,134.23,130.59,131.03,2522354
2021-04-06 00:00:00-04:00,257.91,259.35,254.6643,255.13,10790854,50.66,51.81,50.54,51.65,13790511,41.75,42.74,41.42,41.52,8264433,133.11,137.43,132.53,136.44,3631578
2021-04-07 00:00:00-04:00,255.37,255.9,250.83,252.51,9384004,51.74,51.82,50.03,50.2,11533003,41.45,41.61,40.73,41.1,5936528,135.77,136.59,131.1,132.67,2559328
2021-04-08 00:00:00-04:00,251.73,254.95,249.31,254.87,9230625,49.82,50.21,49.14,49.81,11759636,41.12,42.24,40.51,42.15,7619628,132.95,133.57,131.17,133.47,1555467
2021-04-09 00:00:00-04:00,250.51,252.8399,249.438,252.315,11280870,49.86,49.81,48.83,49.27,8976339,42.14,42.1099,41.14,41.76,4486867,132.05,132.67,129.89,131.39,1554834
2021-04-12 00:00:00-04:00,250.65,251.55,246.29,249.57,9627482,49.06,49.14,48.17,48.82,9935956,41.58,41.6,40.67,41.17,4858466,131.0,131.425,128.88,129.93,1169950
2021-04-13 00:00:00-04:00,248.33,254.4873,246.1,253.13,14864207,47.45,48.4999,46.57,48.25,15226359,40.62,41.34,39.8437,40.98,8035828,128.32,130.29,125.36,129.88,1687075
