,,BTC,BTC,BTC,BTC,BTC,ETH,ETH,ETH,ETH,ETH
197,9/30/2020,10845.41113,10856.52832,10689.6709,10787.61816,20759622010,359.942352,361.210327,353.614349,360.022369,9773649426
198,10/1/2020,10785.01074,10915.84375,10493.55273,10623.33008,27178227816,360.004639,369.286987,347.197937,353.231293,12360670278
199,10/2/2020,10624.39063,10662.81348,10440.31152,10585.16406,23127839259,353.220184,354.075226,337.356934,346.532654,12946215647
200,10/3/2020,10583.80664,10614.0918,10527.97852,10565.49316,17094010304,346.502655,351.62793,344.886658,347.321594,8599594017
201,10/4/2020,10567.91992,10700.79102,10531.34277,10684.42871,17546792792,347.27243,354.253326,345.398712,353.121918,9308536486
202,10/5/2020,10688.03418,10804.00098,10646.44336,10804.00098,19385191766,353.045807,355.217896,350.197632,354.2771,9933790982
203,10/6/2020,10799.77832,10803.45606,10565.19727,10621.66406,22264958686,354.137787,355.504059,338.520233,341.021149,11497841885
204,10/7/2020,10619.80371,10687.26856,10591.96387,10679.13672,17634388529,341.091675,342.591248,335.5336,342.119781,10537119715
205,10/8/2020,10677.625,10939.79981,10569.82324,10923.62793,21962121001,342.094971,352.800385,336.497101,351.455658,11511016796
206,10/9/2020,,,,,,,,,,
207,10/10/2020,11059.14258,11442.21094,11056.94043,11296.36133,22877978588,365.402466,378.267151,365.354034,370.96759,13618484324
208,10/11/2020,11296.08203,11428.81348,11288.62793,11384.18164,19968627060,370.928436,377.246796,369.828033,375.142059,12584512533
209,10/12/2020,,,,,,,,,,
210,10/13/2020,,,,,,,,,,
211,10/14/2020,11429.04785,11539.97754,11307.83106,11429.50684,24103426719,381.971466,387.296173,374.175018,379.484039,13918846567
212,10/15/2020,11426.60254,11569.91406,11303.60352,11495.34961,24487233058,379.19223,381.208771,371.354126,377.441833,14964182545
213,10/16/2020,11502.82813,11540.06152,11223.0127,11322.12305,25635480772,377.8685,380.021515,362.597412,366.229004,14670784817
214,10/17/2020,11322.12305,11386.26172,11285.3457,11358.10156,19130430174,366.015717,369.768127,364.489014,368.855927,10951115359
215,10/18/2020,11355.98242,11483.35938,11347.57813,11483.35938,18283314340,368.727539,378.597656,368.12915,378.213684,11047103109
216,10/19/2020,11495.03809,11799.09277,11408.29004,11742.03711,23860769928,378.469635,383.317657,373.702271,379.935608,12811242092
217,10/20/2020,11745.97461,11999.91797,11681.48047,11916.33496,30915821592,379.719696,380.761017,367.601074,369.136902,13741586582
218,10/21/2020,11913.07715,13184.56641,11900.92871,12823.68945,43414712626,369.059418,400.627258,368.727966,392.189972,20241324322
219,10/22/2020,12801.63574,13161.59375,12717.09375,12965.8916,34729759598,391.488617,420.141663,391.276306,413.77298,15772846485
220,10/23/2020,12971.54883,13015.96191,12752.64746,12931.53906,28974975003,414.051331,418.95993,403.082031,409.766693,14256222052
221,10/24/2020,12931.57422,13145.06641,12885.74707,13108.0625,24542317940,409.767242,416.59967,407.851715,412.457611,12201739194
222,10/25/2020,13108.06348,13329.18359,12910.06152,13031.17383,24406920575,412.457642,417.15921,405.350647,406.217773,10890207469
223,10/26/2020,13031.20117,13225.29785,12822.38281,13075.24805,29461458313,406.217987,411.279877,383.782898,393.888306,15155684229
224,10/27/2020,13075.24219,13759.66895,13060.83789,13654.21875,33749878156,393.888184,409.772858,390.608459,403.99704,13940434102
225,10/28/2020,13654.21484,13837.69531,12932.25098,13271.28516,35867318895,403.997101,408.964752,381.146332,388.650757,15276441134
226,10/29/2020,13271.29883,13612.04785,12980.05957,13437.88281,56499499598,388.651062,393.227692,381.288757,386.730103,12920477749
227,10/30/2020,13437.87402,13651.5166,13136.19824,13546.52246,30581485201,386.730255,391.464722,375.092407,382.819977,13688056970
228,10/31/2020,13546.53223,14028.21387,13457.53027,13780.99512,30306464719,382.820038,393.010132,381.295258,386.590332,11276963426
229,11/1/2020,13780.99512,13862.0332,13628.37793,13737.10938,24453857900,386.590332,397.116119,385.165527,396.358185,10475146018
230,11/2/2020,13737.03223,13808.32324,13243.16016,13550.48926,30771455468,396.355988,403.240753,381.017639,383.156738,13997574252
231,11/3/2020,13550.45117,13984.98145,13325.44141,13950.30078,29869951617,383.156036,389.515381,371.312744,387.602173,12588494762
232,11/4/2020,13950.48828,14218.7666,13580.47168,14133.70703,35116364962,387.60321,407.665649,377.827606,402.141998,15126077675
233,11/5/2020,14133.7334,15706.4043,14102.08887,15579.84863,40856321439,402.142944,417.52594,397.245819,414.067352,15440711038
234,11/6/2020,15579.72949,15903.4375,15226.83984,15565.88086,39837841971,414.066711,456.200623,412.9823,454.719299,16738305610
235,11/7/2020,15565.88086,15737.0957,14423.20313,14833.75391,35024953706,454.722565,465.675476,428.45636,435.713135,18873289788
236,11/8/2020,14833.75391,15637.32031,14744.11035,15479.56738,26632075029,435.718811,457.780457,433.153778,453.554779,11292383601
237,11/9/2020,15479.5957,15785.13672,14865.5293,15332.31543,34149115566,453.574158,457.349609,435.163879,444.163055,13704320630
238,11/10/2020,15332.35059,15450.3291,15124.95996,15290.90234,25574938143,444.166382,453.758362,439.600128,449.679626,12090381666
239,11/11/2020,15290.90918,15916.26074,15290.00684,15701.33984,29772374934,449.679657,473.578857,449.524933,462.960541,14075403511
240,11/12/2020,15701.29883,16305.00391,15534.77148,16276.34375,34175758344,462.959534,467.677826,452.072418,461.00528,12877327234
241,11/13/2020,16276.44043,16463.17773,15992.15234,16317.80859,31599492172,461.005493,475.217255,457.298248,474.626434,13191505725
242,11/14/2020,16317.80859,16317.80859,15749.19336,16068.13867,27481710135,474.626434,475.161438,452.986084,460.149841,10312037942
243,11/15/2020,16068.13965,16123.11035,15793.53418,15955.58789,23653867583,460.149902,460.99408,440.254333,447.559082,10308617165
244,11/16/2020,15955.57715,16816.18164,15880.70606,16716.11133,31526766675,447.55899,463.831024,445.501617,459.940308,11441239444
245,11/17/2020,16685.69141,17782.91992,16564.54492,17645.40625,39006849170,464.406647,482.232208,460.776611,480.360077,14593057877
246,11/18/2020,17645.19141,18393.94922,17352.90625,17804.00586,49064800278,480.346832,491.999908,465.830963,479.48407,17880199224
247,11/19/2020,17803.86133,18119.54688,17382.55469,17817.08984,36985055355,479.481018,480.121735,465.704254,471.630432,12473929218
248,11/20/2020,17817.08398,18773.22656,17765.79492,18621.31445,36992873940,471.63147,513.610352,471.63147,509.744568,18629943296
249,11/21/2020,18621.31641,18936.62109,18444.35938,18642.23242,39650210707,509.744598,550.227417,504.237762,549.486633,20757099184
250,11/22/2020,18642.23242,18688.96875,17671.38477,18370.00195,41280434226,549.486633,579.372498,514.517212,558.068115,21967049601
251,11/23/2020,18370.01758,18711.42578,18000.79688,18364.12109,42741112308,558.059509,609.98761,551.265259,608.454041,27272302872
252,11/24/2020,18365.01563,19348.27148,18128.65625,19107.46484,51469565009,608.522766,621.173401,593.835144,603.897766,23281758100
253,11/25/2020,19104.41016,19390.96484,18581.14648,18732.12109,43710357371,603.902039,605.094177,559.671387,570.686646,20088492893
254,11/26/2020,18729.83984,18866.28516,16351.03516,17150.62305,61396835737,570.514893,575.641479,485.497314,518.801147,31104004592
255,11/27/2020,17153.91406,17445.02344,16526.42383,17108.40234,38886494645,519.108093,530.777161,497.242615,517.493713,16831105703
256,11/28/2020,17112.93359,17853.93945,16910.65234,17717.41406,32601040734,517.597351,548.044861,508.125366,538.229797,14770243833
257,11/29/2020,17719.63477,18283.62891,17559.11719,18177.48438,31133957704,538.264587,576.602417,531.987549,575.758057,15017517758
258,11/30/2020,18178.32227,19749.26367,18178.32227,19625.83594,47728480399,575.75708,615.24054,571.537781,614.842529,20276867833
259,12/1/2020,19633.76953,19845.97461,18321.92188,18802.99805,49633658712,615.070313,635.160583,571.753967,587.324158,27178964465
260,12/2/2020,18801.74414,19308.33008,18347.71875,19201.0918,37387697139,587.261597,604.022461,578.741028,598.352356,16883292129
261,12/3/2020,19205.92578,19566.19141,18925.78516,19445.39844,31930317405,598.459229,622.452698,588.346375,616.70874,16146190946
262,12/4/2020,19446.9668,19511.4043,18697.19336,18699.76563,33872388058,616.722778,618.983154,569.283508,569.354187,16337589997
263,12/5/2020,18698.38477,19160.44922,18590.19336,19154.23047,27242455064,569.347656,596.595459,563.106628,596.595459,13498010566
264,12/6/2020,19154.17969,19390.5,18897.89453,19345.12109,25293775714,596.568665,606.791931,584.411743,601.908997,11290893016
265,12/7/2020,19343.12891,19411.82813,18931.14258,19191.63086,26896357742,601.797119,602.917908,585.42865,591.843384,10720480962
266,12/8/2020,19191.5293,19283.47852,18269.94531,18321.14453,31692288756,591.900818,594.751587,552.469238,554.827759,14398919320
267,12/9/2020,18320.88477,18626.29297,17935.54688,18553.91602,34420373071,554.792908,577.288391,532.998413,573.479126,15855915840
268,12/10/2020,18553.29883,18553.29883,17957.06445,18264.99219,25547132265,573.504028,574.600159,549.784058,559.678528,11672582040
269,12/11/2020,18263.92969,18268.45313,17619.5332,18058.9043,27919640985,559.679199,560.376709,537.811646,545.797363,11098819124
270,12/12/2020,18051.32031,18919.55078,18046.04102,18803.65625,21752580802,545.578552,573.339417,545.245605,568.567322,8534557897
271,12/13/2020,18806.76563,19381.53516,18734.33203,19142.38281,25450468637,568.609863,593.78125,564.565979,589.663208,9070377862
272,12/14/2020,19144.49219,19305.09961,19012.70898,19246.64453,22473997681,589.782471,590.492981,577.118408,586.011169,8125837102
273,12/15/2020,19246.91992,19525.00781,19079.8418,19417.07617,26741982541,586.02179,596.247742,580.628784,589.355591,9326645840
274,12/16/2020,19418.81836,21458.9082,19298.31641,21310.59766,44409011479,589.378662,636.64032,582.039124,636.181824,15817248373
275,12/17/2020,21308.35156,23642.66016,21234.67578,22805.16211,71378606374,636.154175,673.834229,628.74939,642.868958,25479532147
276,12/18/2020,22806.79688,23238.60156,22399.8125,23137.96094,40387896275,642.916992,662.699097,632.356079,654.811951,15756303983
277,12/19/2020,23132.86523,24085.85547,22826.47266,23869.83203,38487546580,654.624207,668.769592,646.616211,659.297913,12830893778
278,12/20/2020,23861.76563,24209.66016,23147.71094,23477.29492,37844228422,659.185059,659.923706,625.014465,638.290833,13375855442
279,12/21/2020,23474.45508,24059.98242,22159.36719,22803.08203,45852713981,638.315186,646.846558,600.83606,609.817871,14419493621
280,12/22/2020,22794.03906,23789.90234,22430.60547,23783.0293,44171632681,609.420532,635.076599,589.552002,634.854187,14745890080
281,12/23/2020,23781.97461,24024.49023,22802.64648,23241.3457,51146161904,634.824585,637.122803,560.364258,583.7146,15261413038
282,12/24/2020,23240.20313,23768.33789,22777.59766,23735.94922,41080759713,584.13562,613.815186,568.596375,611.607178,14317413703
283,12/25/2020,23733.57031,24710.10156,23463.67383,24664.79102,42068395846,611.554565,633.061401,605.424438,626.410706,13520927700
284,12/26/2020,24677.01563,26718.07031,24522.68945,26437.03711,48332647295,626.498047,650.721436,617.4021,635.835815,14761125202
285,12/27/2020,26439.37305,28288.83984,25922.76953,26272.29492,66479895605,635.887146,711.393555,628.334961,682.642334,26093552821
286,12/28/2020,26280.82227,27389.11133,26207.64063,27084.80859,49056742893,683.205811,745.877747,683.205811,730.397339,24222565862
287,12/29/2020,27081.81055,27370.7207,25987.29883,27362.4375,45265946774,730.358704,737.952881,692.149414,731.520142,18710683199
288,12/30/2020,27360.08984,28937.74023,27360.08984,28840.95313,51287442704,731.472839,754.303223,720.988892,751.618958,17294574210
289,12/31/2020,28841.57422,29244.87695,28201.99219,29001.7207,46754964848,751.626648,754.299438,726.511902,737.803406,13926846861
290,1/1/2021,28994.00977,29600.62695,28803.58594,29374.15234,40730301359,737.708374,749.201843,719.792236,730.367554,13652004358
291,1/2/2021,29376.45508,33155.11719,29091.18164,32127.26758,67865420765,730.402649,786.798462,718.109497,774.534973,19740771179
292,1/3/2021,32129.4082,34608.55859,32052.31641,32782.02344,78665235202,774.511841,1006.565002,771.561646,975.50769,45200463368
293,1/4/2021,32810.94922,33440.21875,28722.75586,31971.91406,81163475344,977.058838,1153.189209,912.305359,1040.233032,56945985763
294,1/5/2021,31977.04102,34437.58984,30221.1875,33992.42969,67547324782,1041.498779,1129.37146,986.811279,1100.006104,41535932781
295,1/6/2021,34013.61328,36879.69922,33514.03516,36824.36328,75289433811,1101.005005,1209.428589,1064.233398,1207.112183,44699914188
296,1/7/2021,36833.875,40180.36719,36491.19141,39371.04297,84762141031,1208.078369,1282.57959,1167.443115,1225.678101,40468027280
297,1/8/2021,39381.76563,41946.73828,36838.63672,40797.60938,88107519480,1225.967896,1273.827515,1076.081543,1224.197144,44334826666
298,1/9/2021,40788.64063,41436.35156,38980.875,40254.54688,61984162837,1223.740479,1303.871826,1182.270386,1281.077271,33233105361
299,1/10/2021,40254.21875,41420.19141,35984.62891,38356.44141,79980747690,1280.871094,1347.926147,1194.715576,1262.246704,40616938053
300,1/11/2021,38346.53125,38346.53125,30549.59961,35566.65625,1.23E+11,1261.622925,1261.622925,924.922607,1090.145386,60733630300
301,1/12/2021,35516.35938,36568.52734,32697.97656,33922.96094,74773277909,1088.526733,1149.240234,1012.76416,1043.43457,37494601692
302,1/13/2021,33915.12109,37599.96094,32584.66797,37316.35938,69364315979,1043.740967,1134.338501,994.549072,1130.73938,30109792795
303,1/14/2021,37325.10938,39966.40625,36868.5625,39187.32813,63615990033,1130.231201,1244.163086,1093.060791,1218.453003,33410915929
304,1/15/2021,39156.70703,39577.71094,34659.58984,36825.36719,67760757881,1221.877197,1250.505859,1090.721069,1171.834595,35972039310
305,1/16/2021,36821.64844,37864.36719,35633.55469,36178.14063,57706187875,1171.443115,1290.053589,1157.623779,1233.537598,32319240157
306,1/17/2021,36163.64844,36722.35156,34069.32031,35791.27734,52359854336,1233.453369,1265.644653,1174.38855,1230.172241,29258032819
307,1/18/2021,35792.23828,37299.28516,34883.84375,36630.07422,49511702429,1230.313232,1259.450073,1187.311035,1257.279541,25817455560
308,1/19/2021,36642.23438,37755.89063,36069.80469,36069.80469,57244195486,1257.43457,1432.300049,1254.522949,1377.295898,47195935190
309,1/20/2021,36050.11328,36378.32813,33570.47656,35547.75,66834573161,1375.248413,1405.744141,1243.299927,1382.274048,46784030909
310,1/21/2021,35549.39844,35552.67969,30250.75,30825.69922,75643067688,1382.684448,1382.684448,1098.476196,1121.570923,45932464754
311,1/22/2021,30817.625,33811.85156,28953.37305,33005.76172,77207272511,1118.889038,1271.687622,1046.596558,1236.512207,43918338506
312,1/23/2021,32985.75781,33360.97656,31493.16016,32067.64258,48354737975,1235.267944,1272.151123,1200.893311,1230.990601,27253895441
313,1/24/2021,32064.37695,32944.00781,31106.68555,32289.37891,48643830599,1231.210571,1395.111328,1225.274048,1391.609375,36418163554
314,1/25/2021,32285.79883,34802.74219,32087.78711,32366.39258,59897054838,1390.639893,1467.784912,1304.973999,1324.414795,43565777745
315,1/26/2021,32358.61328,32794.55078,31030.26563,32569.84961,60255421470,1323.741699,1376.085083,1253.340332,1357.058105,41572917750
316,1/27/2021,32564.0293,32564.0293,29367.13867,30432.54688,62576762015,1358.333374,1368.074097,1215.311279,1253.187134,39394416990
317,1/28/2021,30441.04102,31891.30078,30023.20703,31649.60547,78948162368,1251.279785,1321.613037,1226.17395,1298.101807,39790481941
318,1/29/2021,34318.67188,38406.26172,32064.81445,34316.38672,1.18E+11,1369.086792,1428.981201,1292.240112,1382.522827,53611955259
319,1/30/2021,34295.93359,34834.70703,32940.1875,34269.52344,65141828798,1382.231934,1402.39978,1328.529053,1376.115479,30616574234
320,1/31/2021,34270.87891,34288.33203,32270.17578,33114.35938,52754542671,1376.823608,1378.916016,1288.501587,1314.986206,25198853581
321,2/1/2021,33114.57813,34638.21484,32384.22852,33537.17578,61400400660,1314.855225,1373.845825,1274.357788,1369.040527,29210670920
322,2/2/2021,33533.19922,35896.88281,33489.21875,35510.28906,63088585433,1369.505127,1542.990967,1362.77124,1515.193726,45437142801
323,2/3/2021,35510.82031,37480.1875,35443.98438,37472.08984,61166818159,1514.769653,1660.909546,1510.010254,1660.909546,41874566399
324,2/4/2021,37475.10547,38592.17578,36317.5,36926.06641,68838074392,1661.170166,1689.186646,1561.853516,1594.762695,44396871836
325,2/5/2021,36931.54688,38225.90625,36658.76172,38144.30859,58598066402,1594.793335,1756.510986,1594.793335,1718.650879,40108628454
326,2/6/2021,38138.38672,40846.54688,38138.38672,39266.01172,71326033653,1717.797485,1738.314453,1649.068726,1677.846802,39873420648
327,2/7/2021,39250.19141,39621.83594,37446.15234,38903.44141,65500641143,1677.605713,1690.036621,1501.750244,1614.227783,39889440151
328,2/8/2021,38886.82813,46203.92969,38076.32422,46196.46484,1.01E+11,1613.642212,1770.59082,1571.579956,1746.616821,48012285956
329,2/9/2021,46184.99219,48003.72266,45166.96094,46481.10547,91809846886,1746.926147,1815.963623,1711.620605,1768.035034,44180727529
330,2/10/2021,46469.76172,47145.56641,43881.15234,44918.18359,87301089896,1768.039795,1826.696777,1686.542358,1744.243408,41916084617
331,2/11/2021,44898.71094,48463.46875,44187.76172,47909.33203,81388911810,1743.714233,1806.539063,1708.679199,1783.797974,36021495262
332,2/12/2021,47877.03516,48745.73438,46424.97656,47504.85156,76555041196,1783.489136,1861.356934,1744.168945,1843.532593,37905036865
333,2/13/2021,47491.20313,48047.74609,46392.28125,47105.51563,70250456155,1843.986816,1871.603516,1770.612061,1814.109863,35359490535
334,2/14/2021,47114.50781,49487.64063,47114.50781,48717.28906,71248675228,1814.372314,1848.154053,1789.914185,1805.084106,31439114900
335,2/15/2021,48696.53516,48875.57031,46347.47656,47945.05859,77069903166,1804.676758,1833.830566,1683.906616,1779.791016,38955610883
336,2/16/2021,47944.45703,50341.10156,47201.30469,49199.87109,77049582886,1778.945557,1824.518677,1729.641968,1781.067505,34269369268
337,2/17/2021,49207.27734,52533.91406,49072.37891,52149.00781,80820545404,1781.350098,1853.667603,1736.705811,1848.458252,35955412703
338,2/18/2021,52140.97266,52474.10547,51015.76563,51679.79688,52054723579,1848.206299,1949.903442,1848.206299,1937.449219,28255902969
339,2/19/2021,51675.98047,56113.65234,50937.27734,55888.13281,63495496918,1938.859863,1969.546997,1896.684448,1960.164795,26268814253
340,2/20/2021,55887.33594,57505.22656,54626.55859,56099.51953,68145460026,1959.902954,2036.286499,1830.531494,1919.534058,34696091102
341,2/21/2021,56068.56641,58330.57031,55672.60938,57539.94531,51897585191,1918.673096,1974.259644,1890.368164,1935.601074,23626547717
342,2/22/2021,57532.73828,57533.39063,48967.56641,54207.32031,92052420332,1935.557861,1936.453735,1580.626587,1781.99292,42409646036
343,2/23/2021,54204.92969,54204.92969,45290.58984,48824.42578,1.06E+11,1781.409058,1781.409058,1378.840942,1570.203979,52029864713
344,2/24/2021,48835.08594,51290.13672,47213.5,49705.33203,63695521388,1571.47644,1710.983765,1511.018921,1626.575684,31329000537
345,2/25/2021,49709.08203,51948.96875,47093.85156,47093.85156,54506565949,1625.393921,1670.224121,1465.05896,1475.703735,24481681873
346,2/26/2021,47180.46484,48370.78516,44454.84375,46339.76172,3.51E+11,1478.65332,1559.028931,1407.979248,1446.033691,31435997881
347,2/27/2021,46344.77344,48253.26953,45269.02734,46188.45313,45910946382,1446.929443,1524.932373,1433.786987,1459.973145,20742103233
348,2/28/2021,46194.01563,46716.42969,43241.61719,45137.76953,53443887451,1459.860474,1468.391479,1300.472168,1416.04895,27637026080
349,3/1/2021,45159.50391,49784.01563,45115.09375,49631.24219,53891300112,1417.151123,1567.69458,1416.416138,1564.707642,24032838645
350,3/2/2021,49612.10547,50127.51172,47228.84375,48378.98828,47530897720,1564.063477,1597.610107,1461.325439,1492.608765,22523669722
351,3/3/2021,48415.81641,52535.13672,48274.32031,50538.24219,53220811975,1491.451172,1650.360596,1481.905762,1575.853149,22674780680
352,3/4/2021,50522.30469,51735.08984,47656.92969,48561.16797,52343816680,1574.623779,1622.953857,1511.103394,1541.914307,22906118718
353,3/5/2021,48527.03125,49396.42969,46542.51563,48927.30469,48625928883,1541.541748,1547.878174,1450.891357,1533.275024,21067146937
354,3/6/2021,48899.23047,49147.21875,47257.52734,48912.38281,34363564661,1532.372803,1669.106567,1519.141113,1654.741577,22746262366
355,3/7/2021,48918.67969,51384.36719,48918.67969,51206.69141,43137459378,1655.392456,1730.924194,1636.564453,1723.153809,23809935410
356,3/8/2021,51174.11719,52314.07031,49506.05469,52246.52344,48597428048,1724.229248,1835.192139,1670.942017,1834.727905,27630991158
357,3/9/2021,52272.96875,54824.11719,51981.83203,54824.11719,50912227385,1835.148071,1868.048828,1804.266357,1868.048828,23461244507
358,3/10/2021,54824.01172,57258.25391,53290.89063,56008.55078,57295577614,1868.489014,1873.803223,1766.490479,1799.16626,25154173185
359,3/11/2021,55963.17969,58091.0625,54484.59375,57805.12109,56772343595,1798.033936,1843.818848,1734.617065,1826.194946,24013132909
360,3/12/2021,57821.21875,57996.62109,55376.64844,57332.08984,55689944702,1826.546753,1839.497314,1728.980957,1772.102417,22435821312
361,3/13/2021,57343.37109,61683.86328,56217.97266,61243.08594,60669829814,1772.166382,1937.645508,1733.639893,1924.685425,25014689475
362,3/14/2021,61221.13281,61597.91797,59302.31641,59302.31641,43901225564,1923.86377,1930.779785,1845.119995,1854.564331,19344589211
363,3/15/2021,59267.42969,60540.99219,55393.16406,55907.19922,66419369890,1854.08667,1889.196655,1749.606323,1791.702271,26244738810
364,3/16/2021,55840.78516,56833.17969,53555.02734,56804.90234,59749798599,1792.413818,1817.060181,1720.053223,1806.971802,23828509590
365,3/17/2021,56825.82813,58969.81641,54528.62891,58870.89453,60258313191,1807.056152,1839.81897,1749.179932,1823.449341,24512917348
366,3/18/2021,58893.07813,60116.25,54253.57813,57858.92188,55746041000,1823.158447,1848.646118,1705.716064,1782.855103,23263845504
367,3/19/2021,57850.44141,59498.375,56643.70313,58346.65234,49063873786,1782.568726,1841.196045,1746.473389,1817.624146,21249297710
368,3/20/2021,58332.26172,60031.28516,58213.29688,58313.64453,50361731222,1817.522705,1874.708984,1811.728638,1812.634644,22677674970
369,3/21/2021,58309.91406,58767.89844,56005.61719,57523.42188,51943414539,1812.606567,1823.353027,1764.139282,1788.217041,22977404620
370,3/22/2021,57517.89063,58471.48047,54288.15625,54529.14453,56521454974,1788.362183,1811.968262,1674.299805,1691.333984,23599296129
371,3/23/2021,54511.66016,55985.44141,53470.69531,54738.94531,56435023914,1690.871826,1725.108765,1662.539917,1678.650146,21998237965
372,3/24/2021,54710.48828,57262.38281,52514.33203,52774.26563,70567223787,1678.002563,1740.428223,1570.787964,1593.413452,31228051473
373,3/25/2021,52726.74609,53392.38672,50856.57031,51704.16016,67999812841,1593.123291,1625.911499,1560.370483,1595.359253,29650328701
374,3/26/2021,51683.01172,55137.3125,51579.85547,55137.3125,56652197978,1595.210083,1702.922852,1594.736694,1702.842041,22548516548
375,3/27/2021,55137.56641,56568.21484,54242.91016,55973.51172,47266542233,1703.036133,1732.824341,1674.319336,1716.494629,18102277710
376,3/28/2021,55974.94141,56610.3125,55071.11328,55950.74609,47686580918,1716.40564,1728.584106,1672.6604,1691.355957,16599472938
377,3/29/2021,55947.89844,58342.09766,55139.33984,57750.19922,57625587027,1691.263184,1837.187988,1683.716553,1819.684937,22796570548
378,3/30/2021,57750.13281,59447.22266,57251.55078,58917.69141,54414116432,1819.466309,1860.974731,1793.922363,1846.033691,22512781703
379,3/31/2021,58930.27734,59930.02734,57726.41797,58918.83203,65520826225,1846.098267,1947.837769,1793.002197,1918.362061,30226902621
380,4/1/2021,58926.5625,59586.07031,58505.27734,59095.80859,61669163792,1919.157227,1989.055054,1912.178467,1977.276855,30914259795
381,4/2/2021,59098.87891,60267.1875,58869.28125,59384.3125,58727860620,1976.932739,2152.451904,1960.678711,2143.225586,34862511022
382,4/3/2021,59397.41016,60110.26953,57603.89063,57603.89063,59641344484,2142.895996,2144.962402,2028.422485,2028.422485,32011518871
383,4/4/2021,57604.83984,58913.74609,57168.67578,58758.55469,50749662970,2027.671265,2110.353516,2007.111816,2093.122803,26006501902
384,4/5/2021,58760.875,59891.29688,57694.82422,59057.87891,60706272115,2093.260742,2140.985352,2032.387695,2107.887207,28889391170
385,4/6/2021,59171.93359,59479.57813,57646.80859,58192.35938,66058027988,2109.493164,2151.223389,2057.609131,2118.378906,29222865881
386,4/7/2021,58186.50781,58731.14453,55604.02344,56048.9375,75645303584,2117.728516,2133.1875,1945.442139,1971.077271,36116271935
387,4/8/2021,56099.91406,58338.73828,55879.08594,58323.95313,53053855641,1969.133179,2091.516357,1959.079468,2088.57373,25312956529
388,4/9/2021,58326.5625,58937.04688,57807.86328,58245.00391,46655208546,2088.772217,2102.873779,2055.16333,2072.108887,19812472092
389,4/10/2021,58253.77734,61276.66406,58038.70703,59793.23438,58238470525,2071.111572,2196.996338,2062.787598,2135.942139,24986243611
390,4/11/2021,59846.23047,60790.55469,59289.79688,60204.96484,46280252580,2136.156982,2165.191406,2119.865723,2157.656982,19692836132
391,4/12/2021,60175.94531,61253.03516,59589.875,59893.45313,51828688519,2157.361816,2199.71875,2110.368896,2139.353271,21727936609
392,4/13/2021,59890.01953,63742.28516,59869.95703,63503.45703,69983454362,2139.364258,2318.42334,2138.55957,2299.187744,29456642939
