time,close
2020-03-17 00:00:00-04:00,254.19
2020-03-18 00:00:00-04:00,241.01
2020-03-19 00:00:00-04:00,241.16
2020-03-20 00:00:00-04:00,228.94
2020-03-23 00:00:00-04:00,222.51
2020-03-24 00:00:00-04:00,243.59
2020-03-25 00:00:00-04:00,246.77
2020-03-26 00:00:00-04:00,261.39
2020-03-27 00:00:00-04:00,253.39
2020-03-30 00:00:00-04:00,261.68
2020-03-31 00:00:00-04:00,257.7
2020-04-01 00:00:00-04:00,246.12
2020-04-02 00:00:00-04:00,251.87
2020-04-03 00:00:00-04:00,248.21
2020-04-06 00:00:00-04:00,264.96
2020-04-07 00:00:00-04:00,265.1
2020-04-08 00:00:00-04:00,274.07
2020-04-09 00:00:00-04:00,278.24
2020-04-13 00:00:00-04:00,275.57
2020-04-14 00:00:00-04:00,283.87
2020-04-15 00:00:00-04:00,277.75
2020-04-16 00:00:00-04:00,279.21
2020-04-17 00:00:00-04:00,286.73
2020-04-20 00:00:00-04:00,281.61
2020-04-21 00:00:00-04:00,273.02
2020-04-22 00:00:00-04:00,279.17
2020-04-23 00:00:00-04:00,279.06
2020-04-24 00:00:00-04:00,283.04
2020-04-27 00:00:00-04:00,287.11
2020-04-28 00:00:00-04:00,285.77
2020-04-29 00:00:00-04:00,293.19
2020-04-30 00:00:00-04:00,290.39
2020-05-01 00:00:00-04:00,282.73
2020-05-04 00:00:00-04:00,283.66
2020-05-05 00:00:00-04:00,286.22
2020-05-06 00:00:00-04:00,284.29
2020-05-07 00:00:00-04:00,287.7
2020-05-08 00:00:00-04:00,292.47
2020-05-11 00:00:00-04:00,292.56
2020-05-12 00:00:00-04:00,286.62
2020-05-13 00:00:00-04:00,281.67
2020-05-14 00:00:00-04:00,285.05
2020-05-15 00:00:00-04:00,286.26
2020-05-18 00:00:00-04:00,294.995
2020-05-19 00:00:00-04:00,292.02
2020-05-20 00:00:00-04:00,296.96
2020-05-21 00:00:00-04:00,294.79
2020-05-22 00:00:00-04:00,295.42
2020-05-26 00:00:00-04:00,299.15
2020-05-27 00:00:00-04:00,303.48
2020-05-28 00:00:00-04:00,302.96
2020-05-29 00:00:00-04:00,304.16
2020-06-01 00:00:00-04:00,305.58
2020-06-02 00:00:00-04:00,308.13
2020-06-03 00:00:00-04:00,312.2117
2020-06-04 00:00:00-04:00,311.31
2020-06-05 00:00:00-04:00,319.27
2020-06-08 00:00:00-04:00,323.25
2020-06-09 00:00:00-04:00,320.81
2020-06-10 00:00:00-04:00,319.01
2020-06-11 00:00:00-04:00,300.62
2020-06-12 00:00:00-04:00,304.28
2020-06-15 00:00:00-04:00,307.03
2020-06-16 00:00:00-04:00,312.93
2020-06-17 00:00:00-04:00,311.56
2020-06-18 00:00:00-04:00,311.74
2020-06-19 00:00:00-04:00,308.56
2020-06-22 00:00:00-04:00,310.68
2020-06-23 00:00:00-04:00,312.03
2020-06-24 00:00:00-04:00,304.12
2020-06-25 00:00:00-04:00,307.31
2020-06-26 00:00:00-04:00,300.01
2020-06-29 00:00:00-04:00,304.43
2020-06-30 00:00:00-04:00,308.57
2020-07-01 00:00:00-04:00,310.57
2020-07-02 00:00:00-04:00,312.18
2020-07-06 00:00:00-04:00,316.99
2020-07-07 00:00:00-04:00,313.72
2020-07-08 00:00:00-04:00,316.12
2020-07-09 00:00:00-04:00,314.42
2020-07-10 00:00:00-04:00,317.61
2020-07-13 00:00:00-04:00,314.81
2020-07-14 00:00:00-04:00,318.89
2020-07-15 00:00:00-04:00,321.865
2020-07-16 00:00:00-04:00,320.76
2020-07-17 00:00:00-04:00,321.67
2020-07-20 00:00:00-04:00,324.36
2020-07-21 00:00:00-04:00,324.96
2020-07-22 00:00:00-04:00,326.82
2020-07-23 00:00:00-04:00,322.935
2020-07-24 00:00:00-04:00,320.86
2020-07-27 00:00:00-04:00,323.18
2020-07-28 00:00:00-04:00,321.2
2020-07-29 00:00:00-04:00,325.09
2020-07-30 00:00:00-04:00,323.98
2020-07-31 00:00:00-04:00,326.55
2020-08-03 00:00:00-04:00,328.76
2020-08-04 00:00:00-04:00,330.03
2020-08-05 00:00:00-04:00,332.06
2020-08-06 00:00:00-04:00,334.31
2020-08-07 00:00:00-04:00,334.55
2020-08-10 00:00:00-04:00,335.55
2020-08-11 00:00:00-04:00,332.82
2020-08-12 00:00:00-04:00,337.42
2020-08-13 00:00:00-04:00,336.86
2020-08-14 00:00:00-04:00,336.86
2020-08-17 00:00:00-04:00,337.88
2020-08-18 00:00:00-04:00,338.62
2020-08-19 00:00:00-04:00,337.22
2020-08-20 00:00:00-04:00,338.25
2020-08-21 00:00:00-04:00,339.44
2020-08-24 00:00:00-04:00,342.94
2020-08-25 00:00:00-04:00,344.0999
2020-08-26 00:00:00-04:00,347.56
2020-08-27 00:00:00-04:00,348.29
2020-08-28 00:00:00-04:00,350.54
2020-08-31 00:00:00-04:00,349.34
2020-09-01 00:00:00-04:00,352.56
2020-09-02 00:00:00-04:00,357.68
2020-09-03 00:00:00-04:00,345.41
2020-09-04 00:00:00-04:00,342.6
2020-09-08 00:00:00-04:00,333.26
2020-09-09 00:00:00-04:00,339.76
2020-09-10 00:00:00-04:00,333.92
2020-09-11 00:00:00-04:00,334.08
2020-09-14 00:00:00-04:00,338.42
2020-09-15 00:00:00-04:00,340.15
2020-09-16 00:00:00-04:00,338.81
2020-09-17 00:00:00-04:00,335.86
2020-09-18 00:00:00-04:00,330.69
2020-09-21 00:00:00-04:00,327.0
2020-09-22 00:00:00-04:00,330.33
2020-09-23 00:00:00-04:00,322.66
2020-09-24 00:00:00-04:00,323.52
2020-09-25 00:00:00-04:00,328.69
2020-09-28 00:00:00-04:00,334.2
2020-09-29 00:00:00-04:00,332.39
2020-09-30 00:00:00-04:00,334.89
2020-10-01 00:00:00-04:00,337.03
2020-10-02 00:00:00-04:00,333.87
2020-10-05 00:00:00-04:00,339.73
2020-10-06 00:00:00-04:00,334.94
2020-10-07 00:00:00-04:00,340.73
2020-10-08 00:00:00-04:00,343.73
2020-10-09 00:00:00-04:00,346.84
2020-10-12 00:00:00-04:00,352.43
2020-10-13 00:00:00-04:00,350.15
2020-10-14 00:00:00-04:00,347.97
2020-10-15 00:00:00-04:00,347.51
2020-10-16 00:00:00-04:00,347.25
2020-10-19 00:00:00-04:00,342.02
2020-10-20 00:00:00-04:00,343.34
2020-10-21 00:00:00-04:00,342.69
2020-10-22 00:00:00-04:00,344.63
2020-10-23 00:00:00-04:00,345.76
2020-10-26 00:00:00-04:00,339.415
2020-10-27 00:00:00-04:00,338.25
2020-10-28 00:00:00-04:00,326.67
2020-10-29 00:00:00-04:00,329.99
2020-10-30 00:00:00-04:00,326.53
2020-11-02 00:00:00-05:00,330.21
2020-11-03 00:00:00-05:00,335.97
2020-11-04 00:00:00-05:00,343.495
2020-11-05 00:00:00-05:00,350.21
2020-11-06 00:00:00-05:00,350.19
2020-11-09 00:00:00-05:00,354.54
2020-11-10 00:00:00-05:00,354.07
2020-11-11 00:00:00-05:00,356.62
2020-11-12 00:00:00-05:00,353.28
2020-11-13 00:00:00-05:00,357.33
2020-11-16 00:00:00-05:00,362.43
2020-11-17 00:00:00-05:00,360.64
2020-11-18 00:00:00-05:00,356.29
2020-11-19 00:00:00-05:00,357.76
2020-11-20 00:00:00-05:00,355.34
2020-11-23 00:00:00-05:00,357.47
2020-11-24 00:00:00-05:00,363.19
2020-11-25 00:00:00-05:00,362.65
2020-11-27 00:00:00-05:00,363.65
2020-11-30 00:00:00-05:00,362.0
2020-12-01 00:00:00-05:00,365.97
2020-12-02 00:00:00-05:00,366.7599
2020-12-03 00:00:00-05:00,366.6698
2020-12-04 00:00:00-05:00,369.83
2020-12-07 00:00:00-05:00,369.12
2020-12-08 00:00:00-05:00,370.1599
2020-12-09 00:00:00-05:00,366.89
2020-12-10 00:00:00-05:00,366.72
2020-12-11 00:00:00-05:00,366.28
2020-12-14 00:00:00-05:00,364.61
2020-12-15 00:00:00-05:00,369.57
2020-12-16 00:00:00-05:00,370.14
2020-12-17 00:00:00-05:00,372.21
2020-12-18 00:00:00-05:00,369.13
2020-12-21 00:00:00-05:00,367.93
2020-12-22 00:00:00-05:00,367.22
2020-12-23 00:00:00-05:00,367.53
2020-12-24 00:00:00-05:00,368.9899
2020-12-28 00:00:00-05:00,372.14
2020-12-29 00:00:00-05:00,371.48
2020-12-30 00:00:00-05:00,371.93
2020-12-31 00:00:00-05:00,373.85
2021-01-04 00:00:00-05:00,368.85
2021-01-05 00:00:00-05:00,371.32
2021-01-06 00:00:00-05:00,373.53
2021-01-07 00:00:00-05:00,379.06
2021-01-08 00:00:00-05:00,381.24
2021-01-11 00:00:00-05:00,378.74
2021-01-12 00:00:00-05:00,378.81
2021-01-13 00:00:00-05:00,379.76
2021-01-14 00:00:00-05:00,378.45
2021-01-15 00:00:00-05:00,375.68
2021-01-19 00:00:00-05:00,378.63
2021-01-20 00:00:00-05:00,383.86
2021-01-21 00:00:00-05:00,384.2
2021-01-22 00:00:00-05:00,382.86
2021-01-25 00:00:00-05:00,384.4
2021-01-26 00:00:00-05:00,383.83
2021-01-27 00:00:00-05:00,374.44
2021-01-28 00:00:00-05:00,377.6
2021-01-29 00:00:00-05:00,370.19
2021-02-01 00:00:00-05:00,376.18
2021-02-02 00:00:00-05:00,381.54
2021-02-03 00:00:00-05:00,381.86
2021-02-04 00:00:00-05:00,386.17
2021-02-05 00:00:00-05:00,387.68
2021-02-08 00:00:00-05:00,390.53
2021-02-09 00:00:00-05:00,390.25
2021-02-10 00:00:00-05:00,390.1
2021-02-11 00:00:00-05:00,390.73
2021-02-12 00:00:00-05:00,392.69
2021-02-16 00:00:00-05:00,392.34
2021-02-17 00:00:00-05:00,392.43
2021-02-18 00:00:00-05:00,390.75
2021-02-19 00:00:00-05:00,390.02
2021-02-22 00:00:00-05:00,387.11
2021-02-23 00:00:00-05:00,387.5
2021-02-24 00:00:00-05:00,391.76
2021-02-25 00:00:00-05:00,382.39
2021-02-26 00:00:00-05:00,380.32
2021-03-01 00:00:00-05:00,389.52
2021-03-02 00:00:00-05:00,386.55
2021-03-03 00:00:00-05:00,381.45
2021-03-04 00:00:00-05:00,376.73
2021-03-05 00:00:00-05:00,383.595
2021-03-08 00:00:00-05:00,381.74
2021-03-09 00:00:00-05:00,387.11
2021-03-10 00:00:00-05:00,389.5199
2021-03-11 00:00:00-05:00,393.5
2021-03-12 00:00:00-05:00,394.09
2021-03-15 00:00:00-04:00,396.47
2021-03-16 00:00:00-04:00,395.94
2021-03-17 00:00:00-04:00,397.22
2021-03-18 00:00:00-04:00,391.41
2021-03-19 00:00:00-04:00,389.5
2021-03-22 00:00:00-04:00,392.54
2021-03-23 00:00:00-04:00,389.59
2021-03-24 00:00:00-04:00,387.53
2021-03-25 00:00:00-04:00,389.63
2021-03-26 00:00:00-04:00,395.99
2021-03-29 00:00:00-04:00,395.77
2021-03-30 00:00:00-04:00,394.4
2021-03-31 00:00:00-04:00,396.28
2021-04-01 00:00:00-04:00,400.53
2021-04-05 00:00:00-04:00,406.3
2021-04-06 00:00:00-04:00,406.06
2021-04-07 00:00:00-04:00,406.5711
2021-04-08 00:00:00-04:00,408.49
2021-04-09 00:00:00-04:00,411.435
2021-04-12 00:00:00-04:00,411.62
2021-04-13 00:00:00-04:00,412.82
